taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Assembly Method	Release Date	Biotic Relationships	Cell Shape	Energy Source	Oxygen Requirement	Sequencing Method	Sporulation	Genome Size   * assembled	Gene Count   * assembled	CRISPR Count   * assembled	GC Count   * assembled	CDS Count   * assembled	RNA Count   * assembled	16S rRNA Count   * assembled	23S rRNA Count   * assembled	Pseudo Genes Count 	Unchar Count 	w/ Func Pred Count   * assembled	w/o function prediction  * assembled	Paralogs Count
2574179809	Bacteria	Finished	Gilliamella apicola	Gilliamella apicola wkB1	Yale University	2574179809	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Gilliamella apicola		6/12/2014							3139412	2866	9	1055385	2803	63	4	4	3	0	2216	587	357
2508501108	Bacteria	Finished	Sequencing Genomes of Environmentally Important Thermophiles in Great Basin hot springs: Thermocrinis ruber, three members of the genus Thermus, and a novel Chloroflexi	Thermus thermophilus JL-18	DOE Joint Genome Institute (JGI)	2508501108	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus thermophilus		10/21/2011	Free living	Rod-shaped	Chemosynthetic	Obligate aerobe	454 GS FLX Titanium, Illumina GAIIx	Nonsporulating	2311212	2508	6	1594227	2452	56	2	2	50	0	1955	497	332
2585427673	Bacteria	Finished	Genome of Bartonella henselae BM1374163	Bartonella henselae BM1374163	European Bioinformatics Institute	2585427673	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella henselae		8/18/2014		Rod-shaped					1905383	1658	0	727386	1602	56	2	2	0	0	1264	338	271
2506783064	Bacteria	Finished	Desulfovibrio Sequencing	Sulfurospirillum barnesii SES-3	DOE Joint Genome Institute (JGI)	2506783064	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum barnesii	ALLPATHS v. R41043, Velvet v. 1.1.05, Phrap v. 4.24 SPS	9/6/2011	Free living	Rod-shaped		Microaerophilic	454, Sanger		2510109	2565	1	974385	2516	49	2	2	15	0	2000	516	161
644736393	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Nakamurella multipartita Y-104, DSM 44233	DOE Joint Genome Institute (JGI)	644736393	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella multipartita	ARACHNE v. 2.0, Phrap v. 4.24 SPS	12/1/2009	Free living	Coccus-shaped	Chemoorganotroph	Aerobe	454, Sanger	Nonsporulating	6060298	5471	11	4297749	5415	56	2	2	175	0	3683	1732	927
2554235408	Bacteria	Finished	Meiothermus ruber DSM 1279 Genome sequencing	Meiothermus ruber DSM 1279	Pacific Biosciences	2554235408	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus ruber		1/1/2014	Free living	Rod-shaped		Obligate aerobe		Nonsporulating	3098881	3109	6	1964139	3056	53	2	2	0	0	2407	649	304
2775507252	Bacteria	Finished	Hydrogenophaga sp. PBC	Hydrogenophaga sp. PBC	University of Technology, Malaysia	2775507252	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp. PBC	CLC Genomics Workbench v. 4.8	4/16/2018			Heterotroph	Aerobe	Illumina GAIIx		5232477	5065	0	3578582	5004	61	1	1	0	0	4181	823	1669
2576861452	Bacteria	Finished	Leptospirillum ferriphilum YSK	Leptospirillum ferriphilum YSK	Central South University	2576861452	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferriphilum	SOAPdenovo v. 2.0						Ion Torrent PGM, Illumina HiSeq 2000		2330585	2314	0	1269043	2260	54	2	2	23	0	1646	614	183
2511231139	Bacteria	Finished	Helicobacteraceae	Helicobacter pylori SNT49	The Genome Institute at Washington University	2511231139	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori		2/28/2012					454, Sanger		1610830	1561	0	628149	1519	42	2	2	0	0	1186	333	86
2597490204	Bacteria	Finished	Comamonas testosteroni TK102	Comamonas testosteroni TK102	Shizuoka University	2597490204	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas testosteroni		12/8/2014							6062703	5575	5	3751133	5442	133	9	9	0	0	4387	1055	920
2585427640	Bacteria	Finished	Fish pathogen genome projects - Aquacen, Brazil	Weissella ceti WS08	Federal University of Minas Gerais	2585427640	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella ceti	de novo with Mira v. 3.9.18; Newbler v. 2.9	8/18/2014					Ion Torrent PGM		1355853	1363	0	552931	1269	94	6	6	1	0	1043	226	55
2511231193	Bacteria	Finished	Comparative genomic characterization of prevalent Streptococcus suis serotypes	Streptococcus suis D12	Beijing Genomics Institute (BGI)	2511231193	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis		2/28/2012							2183059	2146	0	902091	2078	68	4	4	44	0	1664	414	158
644736397	Bacteria	Finished	Phytopathogenic Enterobacteria	Pectobacterium carotovorum carotovorum PC1	DOE Joint Genome Institute (JGI)	644736397	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium carotovorum		12/1/2009	Free living	Rod-shaped		Facultative	454 GS FLX	Nonsporulating	4862913	4395	1	2525396	4295	100	7	7	49	0	3550	745	443
2511231196	Bacteria	Finished	Staphylococcus aureus aureus 11819-97	Staphylococcus aureus aureus 11819-97	Statens Serum Institut	2511231196	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	Velvet	2/28/2012			Heterotroph		454 GS FLX		2868863	2731	3	942330	2656	75	5	5	6	0	2295	361	291
2531839508	Bacteria	Finished	Providencia alcalifaciens Dmel2	Providencia alcalifaciens Dmel2	Cornell University	2531839508	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia alcalifaciens	Newbler v. 2.5.3	8/23/2013			Heterotroph		454		4189482	3924	1	1749820	3852	72	1	1	0	0	3193	659	480
637000033	Bacteria	Finished	Bordetella parapertussis 12822	Bordetella parapertussis 12822	Wellcome Trust Sanger Institute	637000033	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella parapertussis	Artemis, Phrap, Gap4	12/1/2006	Free living	Rod-shaped		Obligate aerobe	Sanger		4773551	4447	0	3250786	4368	79	3	3	183	0	3154	1214	2937
2562617130	Bacteria	Finished	Sinorhizobium meliloti 2011 Genome sequencing	Sinorhizobium meliloti 2011	Laboratory of Plant-Microbe Interactions (LIPM), INRA-CNRS	2562617130	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	SOAPdenovo v. 1.04, Edena v. 2	3/30/2014					454, Illumina		6693185	8202	0	4161245	6263	1939	3	3	49	0	5215	1048	1181
2503538020	Bacteria	Finished	GEBA-PCC	Geitlerinema sp. PCC 7407	DOE Joint Genome Institute (JGI)	2503538020	Cyanobacteria	unclassified	Oscillatoriales	Coleofasciculaceae	Geitlerinema	Geitlerinema sp. PCC 7407	Newbler v. 2.3 PreRelease, Velvet v.1.0.13, Parallel Phrap v. 4.24 SPS	10/30/2012	Free living		Chemoheterotroph		454, Illumina		4681111	3913	2	2736722	3854	59	3	3	38	0	2890	964	486
650716068	Bacteria	Finished	Novosphingobium sp. PP1Y	Novosphingobium sp. PP1Y	Ceinge Biotecnologie Avanzate S. C. a R. L.	650716068	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. PP1Y		12/1/2011	Free living	Rod-shaped		Obligate aerobe			5313905	4731	0	3361795	4664	67	3	3	0	0	3489	1175	803
2554235406	Bacteria	Finished	Mannheimia haemolytica D174 Genome sequencing	Mannheimia haemolytica D174	U.S. Department of Agriculture, Agricultural Research Service, National Animal Disease Center	2554235406	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica		1/1/2014			Heterotroph				2702201	2772	1	1109916	2687	85	6	6	42	0	2104	583	440
2561511161	Bacteria	Finished	Acinetobacter baumannii BJAB0715	Acinetobacter baumannii BJAB0715	University of Texas, Dallas	2561511161	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii		3/23/2014		Coccus-shaped					4053889	3999	0	1576423	3908	91	6	6	0	0	2914	994	448
2506210034	Bacteria	Finished	Hydrogenobaculum Population Genomics	Hydrogenobaculum sp. HO	DOE Joint Genome Institute (JGI)	2506210034	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenobaculum	Hydrogenobaculum sp. HO	ALLPATHS v. R37654	1/22/2013	Free living	Rod-shaped		Aerobe		Nonsporulating	1552931	1672	8	539676	1619	53	2	2	40	0	1327	292	115
640427128	Bacteria	Finished	Pelotomaculum thermopropionicum SI	Pelotomaculum thermopropionicum SI	ANRT	640427128	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	Pelotomaculum thermopropionicum	Paracel Genome Assembler	9/1/2007				Anaerobe		Sporulating	3025375	3018	5	1602272	2920	98	2	2	0	0	1879	1041	1508
2503754019	Bacteria	Finished	GEBA-PCC	Stanieria cyanosphaera PCC 7437	DOE Joint Genome Institute (JGI)	2503754019	Cyanobacteria	unclassified	Pleurocapsales	Dermocarpellaceae	Stanieria	Stanieria cyanosphaera	Newbler v. 2.3 PreRelease, Velvet v.1.0.13, Parallel Phrap v. 4.24 SPS	10/30/2012	Free living		Photoautotroph		454, Illumina		5544990	5041	5	2008575	4989	52	2	2	203	0	3591	1398	921
2558860178	Bacteria	Finished	Leuconostoc mesenteroides cremoris KFRI-MG	Leuconostoc mesenteroides KFRI-MG	Macrogen	2558860178	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc mesenteroides		3/7/2014	Free living	Coccus-shaped		Aerobe		Nonsporulating	1896413	1901	1	714278	1820	81	4	4	0	0	1567	253	122
2561511153	Bacteria	Finished	Bacillus cereus FRI-35 (BCK)	Bacillus cereus FRI-35	Los Alamos National Laboratory	2561511153	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus		3/23/2014							5382319	5580	1	1908305	5435	145	13	13	0	0	4208	1227	902
2561511189	Bacteria	Finished	Pseudomonas resinovorans NBRC 106553	Pseudomonas resinovorans NBRC 106553	National Institute of Technology and Evaluation	2561511189	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas resinovorans	Newbler v. 2.6	3/23/2014			Heterotroph		454 GS FLX Titanium, Illumina		6484828	5961	0	4232838	5875	86	5	5	0	0	4796	1079	1094
640753013	Bacteria	Finished	Campylobacter jejuni jejuni 81116	Campylobacter jejuni jejuni 81116	Institute of Food Research	640753013	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	SeqMan	12/1/2007	Free living	Spiral-shaped		Microaerophilic	454, Sanger	Nonsporulating	1628115	1681	1	497251	1627	54	3	3	1	0	1284	343	528
640753046	Bacteria	Finished	Rickettsia rickettsii Sheila Smith	Rickettsia rickettsii Sheila Smith	Institute for Systems Biology, University of Iowa	640753046	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia rickettsii	Phred-Phrap-Consed	12/1/2007	Symbiotic	Rod-shaped		Aerobe		Nonsporulating	1257710	1382	0	408346	1345	37	1	1	0	0	760	585	198
2524023135	Bacteria	Finished	Facultative Metal-reducing Gamma proteobacteria	Shewanella denitrificans OS217	DOE Joint Genome Institute (JGI)	2524023135	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella denitrificans		4/19/2013	Free living	Rod-shaped	Heterotroph	Facultative	Sanger	Nonsporulating	4545906	3830	0	2052439	3699	131	8	8	90	0	2987	712	252
650716039	Bacteria	Finished	Novel Microbial Enzymes	Parageobacillus thermoglucosidasius C56-YS93	DOE Joint Genome Institute (JGI)	650716039	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	Parageobacillus thermoglucosidasius		12/1/2011	Free living	Rod-shaped	Chemoorganotroph	Facultative	454 GS FLX	Sporulating	3993793	4135	6	1754637	4014	121	10	10	255	0	2832	1182	580
637000354	Bacteria	Finished	Yersinia pestis bv Microtus 91001	Yersinia pestis bv. Microtus 91001	Academy of Military Medical Sciences (AMMS), China	637000354	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	Phred-Phrap-Consed	12/1/2006	Free living	Rod-shaped	Heterotroph	Facultative	Sanger	Nonsporulating	4803217	4462	2	2289686	4266	196	7	7	124	0	3202	1064	2257
2579778854	Bacteria	Finished	Salmonella enterica enterica serovar Chester str. ATCC 11997 genome sequencing	Salmonella enterica enterica sv. Chester ATCC 11997	U.S. Food and Drug Administration	2579778854	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica		6/30/2014			Heterotroph		454		4616235	4442	0	2409006	4369	73	1	2	0	0	3792	577	456
2561511201	Bacteria	Finished	Bareilly outbreak	Salmonella enterica enterica sv. Bareilly CFSAN000189	U.S. Food and Drug Administration	2561511201	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica		3/23/2014			Heterotroph				4808805	4548	2	2511298	4441	107	8	7	28	0	3884	557	501
651053045	Bacteria	Finished	Mycoplasma haemofelis Langford 1	Mycoplasma haemofelis Ohio2	Purdue University	651053045	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma haemofelis		12/1/2011	Free living	Sphere-shaped		Facultative	454 GS FLX	Nonsporulating	1155937	1558	0	448652	1524	34	1	1	3	0	302	1222	964
2504136006	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Desulfobacca acetoxidans ASRB2, DSM 11109	DOE Joint Genome Institute (JGI)	2504136006	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	Desulfobacca acetoxidans	Newbler v. 2.3, Velvet v. 0.7.63, Phrap v. 4.24 SPS	1/13/2011	Free living	Oval-shaped	Organoheterotroph	Anaerobe	454 GS FLX Titanium, Illumina GAIIx	Nonsporulating	3282536	3023	4	1736170	2969	54	1	1	103	0	2311	658	401
2615840661	Bacteria	Finished	Comparative genomics of Actinoalloteichus species genomes	Actinoalloteichus hymeniacidonis DSM 45092 Genome sequencing	Center for Biotechnology (CeBiTec), Bielefeld Univeristy	2615840661	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus	Actinoalloteichus hymeniacidonis	Newbler v.2.8	5/3/2015					Illumina MiSeq		6306386	5431	15	4293157	5358	73	3	3	0	0	4045	1313	753
641522656	Bacteria	Finished	Metal-Reducing Microorganisms	Thermoanaerobacter sp. X514	DOE Joint Genome Institute (JGI)	641522656	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter sp. X514		8/1/2008	Free living	Rod-shaped		Anaerobe	454, Sanger	Sporulating	2457259	2467	4	848213	2397	70	4	8	48	0	1854	543	320
646311947	Bacteria	Finished	Phytopathogenic Enterobacteria	Pectobacterium wasabiae WPP163	DOE Joint Genome Institute (JGI)	646311947	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium parmentieri		4/1/2010	Free living	Rod-shaped	Heterotroph	Facultative	454 GS FLX	Nonsporulating	5063892	4717	6	2556121	4616	101	7	7	179	0	3431	1185	581
2511231216	Bacteria	Finished	Genome sequencing of Helicobacter pylori, Washington University Medical School	Helicobacter pylori Puno120	Washington University	2511231216	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori		2/28/2012					454		1637762	1582	0	637167	1540	42	2	2	0	0	1197	343	101
642555162	Bacteria	Finished	Poplar endophytic bacteria	Stenotrophomonas maltophilia R551-3	DOE Joint Genome Institute (JGI)	642555162	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia		12/1/2008	Free living	Rod-shaped		Aerobe	Sanger		4573969	4129	1	3032537	4043	86	4	4	4	0	3008	1035	314
2597490281	Bacteria	Finished	Staphylococcus aureus strain 2395 USA500 Genome sequencing	Staphylococcus aureus 2395 USA500	Columbia University	2597490281	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	HGAP2 v. v2	12/8/2014					PacBio RS		2988052	2904	0	980806	2795	109	6	6	0	0	2258	537	368
643348538	Bacteria	Finished	Desulfovibrio Sequencing	Desulfovibrio desulfuricans desulfuricans ATCC 27774	DOE Joint Genome Institute (JGI)	643348538	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio desulfuricans		4/1/2009	Free living	Rod-shaped		Anaerobe		Nonsporulating	2873437	2443	1	1668667	2382	61	3	3	26	0	1779	603	167
2518645559	Bacteria	Finished	Escherichia coli O104:H4 str. 2009EL-2050	Escherichia coli O104:H4 2009EL-2050	Los Alamos National Laboratory	2518645559	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli		12/4/2012		Rod-shaped	Heterotroph	Facultative		Nonsporulating	5438174	5304	1	2750933	5183	121	7	7	0	0	4345	838	969
637000053	Bacteria	Finished	Burkholderia xenovorans LB400	Paraburkholderia xenovorans LB400	DOE Joint Genome Institute (JGI)	637000053	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia xenovorans		12/1/2006	Free living	Rod-shaped		Aerobe		Nonsporulating	9731138	9053	2	6094399	8945	108	6	6	243	0	6309	2636	6715
646311909	Bacteria	Finished	Bacillus subtilis subtilis 168	Bacillus subtilis subtilis 168	ANRT, Yamaguchi University	646311909	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis		4/1/2010	Free living	Rod-shaped		Aerobe		Sporulating	4215606	4354	0	1834396	4176	178	10	10	0	0	3307	869	510
2511231188	Bacteria	Finished	Ketogulonicigenium vulgare WSH-001	Ketogulonicigenium vulgare WSH-001	Tianjin Biochip	2511231188	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium	Ketogulonicigenium vulgare		2/28/2012	Free living	Rod-shaped		Facultative	Sanger, 454 GS FLX		3277101	3125	1	2022840	3054	71	5	5	0	0	2546	508	293
2563366605	Bacteria	Finished	Acinetobacter baumannii D1279779	Acinetobacter baumannii D1279779	Macquarie University	2563366605	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Newbler v. 2.3	4/14/2014	Free living	Rod-shaped	Chemoheterotroph, Heterotroph	Anaerobe	454 GS FLX	Nonsporulating	3711701	3479	0	1446919	3396	83	6	6	5	0	2686	710	334
648028004	Bacteria	Finished	Acinetobacter sp. DR1	Acinetobacter oleivorans DR1	ANRT	648028004	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter oleivorans		1/1/2011	Free living	Rod-shaped	Chemoheterotroph, Heterotroph	Aerobe		Nonsporulating	4152543	3963	0	1608366	3874	89	6	6	0	0	2824	1050	376
646862345	Bacteria	Finished	Streptococcus suis GZ1	Streptococcus suis sv. 2 GZ1	Chinese Center for Disease Control and Prevention	646862345	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	Phred-Phrap-Consed	8/1/2010	Free living	Coccus-shaped		Facultative	Sanger	Nonsporulating	2038034	2039	0	844613	1978	61	4	4	0	0	1611	367	117
643348547	Bacteria	Finished	Escherichia coli genome sequencing - Genoscope	Escherichia coli IAI39	CEA Genoscope	643348547	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	Phred-Phrap-Consed	4/1/2009	Free living	Rod-shaped	Heterotroph	Facultative		Nonsporulating	5132068	4938	0	2598393	4732	206	7	7	0	0	3784	948	853
643348543	Bacteria	Finished	Obsidian Hot Spring Microbial Community Genomics	Dictyoglomus turgidum DSM 6724	DOE Joint Genome Institute (JGI)	643348543	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus turgidum		4/1/2009	Free living	Rod-shaped		Anaerobe	454, Sanger		1855560	1865	2	630099	1813	52	2	2	69	0	1429	384	142
646564507	Bacteria	Finished	Bacillus megaterium DSM 319	Bacillus megaterium DSM 319	University of Maryland School of Medicine	646564507	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus megaterium		8/1/2010	Free living	Rod-shaped		Facultative		Sporulating	5097447	5248	1	1943740	5100	148	11	11	1	0	3565	1535	802
2574180076	Bacteria	Finished	Foodborne Pathogen Survey	Salmonella enterica enterica sv. Stanleyville CFSAN000624	U.S. Food and Drug Administration	2574180076	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	Ray v. 2.0.0	6/12/2014					PacBio RS, Illumina		4578871	4399	2	2389955	4306	93	5	6	0	0	3746	560	473
640753006	Bacteria	Finished	Single Microbes 2005 CSP	Bacillus cereus cytotoxis NVH 391-98	DOE Joint Genome Institute (JGI)	640753006	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cytotoxicus	Phred-Phrap v. 4.24 SPS	12/1/2007	Free living	Rod-shaped		Facultative	Sanger	Sporulating	4094159	4250	2	1468452	4015	235	13	13	171	0	2789	1226	525
640427130	Bacteria	Finished	Chlorobia, 8 species	Chlorobium phaeovibrioides DSM 265	DOE Joint Genome Institute (JGI)	640427130	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeovibrioides		9/1/2007	Free living	Rod-shaped	Photosynthetic	Facultative		Nonsporulating	1966858	1831	2	1042272	1773	58	1	1	20	0	1403	370	107
2585427631	Bacteria	Finished	Streptococcus pyogenes STAB902	Streptococcus pyogenes STAB902	University of Rennes 1	2585427631	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	CLC Genomics workbench v. 6.5.1	8/18/2014					Illumina, Sanger		1892124	1884	0	729327	1809	75	5	5	34	0	1532	277	192
649633024	Bacteria	Finished	BESC Fast Track Microbial Sequencing	Caldicellulosiruptor kronotskyensis 2002	DOE Joint Genome Institute (JGI)	649633024	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor kronotskyensis		7/1/2011	Free living	Rod-shaped		Anaerobe		Nonsporulating	2843785	2642	6	998051	2583	59	3	3	117	0	1896	687	272
648028010	Bacteria	Finished	CSP_787681, Stalked bacteria	Brevundimonas subvibrioides ATCC 15264	DOE Joint Genome Institute (JGI)	648028010	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas subvibrioides	Newbler v. 2.3	1/1/2011	Free living	Rod-shaped		Aerobe	454, Illumina		3445263	3393	1	2357342	3337	56	2	2	10	0	2376	961	212
646862321	Bacteria	Finished	Erwinia pyrifoliae DSM 12163	Erwinia pyrifoliae DSM 12163	Agroscope	646862321	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia pyrifoliae	Newbler	8/1/2010	Free living	Rod-shaped		Facultative	454, Illumina	Nonsporulating	4072827	4133	4	2173555	4037	96	7	7	0	0	3047	990	550
646311918	Bacteria	Finished	Cronobacter turicensis z3032	Cronobacter turicensis z3032	Technical University of Munich	646311918	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter turicensis		4/1/2010		Rod-shaped		Facultative	454, Sanger		4599155	4567	3	2633014	4455	112	7	7	0	0	3380	1075	371
2513237173	Bacteria	Finished	Infant gut Bifidobacterium isolates	Bifidobacterium breve JCM 7019	University of California, Davis	2513237173	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	CLC bio	8/6/2015	Free living	Rod-shaped	Organoheterotroph	Anaerobe	Illumina HiSeq 2000	Nonsporulating	2343192	2087	1	1372364	2025	62	1	1	0	0	1584	441	181
641736195	Bacteria	Finished	Campylobacter jejuni jejuni 81-176	Campylobacter jejuni jejuni sv. 23/36 81-176	Yale University	641736195	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni		8/1/2008	Free living	Spiral-shaped		Microaerophilic	Sanger	Nonsporulating	1616175	1617	0	494797	1568	49	3	3	0	0	1214	354	70
2526164714	Bacteria	Finished	Bartonella sequencing, Uppsala University	Bartonella vinsonii berkhoffii Winnie	Uppsala University	2526164714	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella vinsonii	Newbler v. 1.1.03, Phrap v. 1.080812	6/10/2013			Heterotroph	Facultative	454 GS FLX, Sanger		1802699	1482	1	699999	1434	48	2	2	2	0	1221	213	202
2615840573	Bacteria	Finished	Pseudomonas aeruginosa isolates	Pseudomonas aeruginosa 14649	University of Georgia	2615840573	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Velvet v. 1.2.8.0	12/13/2017					Illumina MiSeq		6226485	5813	2	4137127	5690	123	4	1	0	0	4686	1004	787
647533117	Bacteria	Finished	Brucella Genome Sequencing	Brucella abortus bv. 5 B3196	Broad Institute	647533117	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus		8/1/2010	Free living	Rod-shaped		Aerobe	454	Nonsporulating	3343441	3141	0	1892887	3088	53	1	1	0	0	2297	791	249
640753025	Bacteria	Finished	Escherichia coli O9 HS	Escherichia coli sv. O9 HS	J. Craig Venter Institute (JCVI)	640753025	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli		12/1/2007	Free living	Rod-shaped		Facultative	Sanger	Nonsporulating	4643538	4628	3	2359828	4470	158	7	7	87	0	3585	885	2348
650377969	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Ruminococcus sp. 18P13	Wellcome Trust Sanger Institute	650377969	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus champanellensis		7/1/2011	Free living	Coccus-shaped		Anaerobe	454	Nonsporulating	2573208	2162	2	1343400	2114	48	1	1	0	0	1481	633	124
650716058	Bacteria	Finished	Microlunatus phosphovorus NM-1	Microlunatus phosphovorus NM-1	National Institute of Technology and Evaluation	650716058	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus phosphovorus		12/1/2011	Free living	Coccus-shaped	Chemoorganotroph	Aerobe	Sanger		5683123	5391	2	3822897	5338	53	1	1	0	0	3038	2300	720
